,Step_size,Iteration,Conditional guide,Guide Mode,Path,guide_scale,guide_scale_base,accurancy,count_att,count_diff
658,100,1,True,VAR,1,400000,0.0,87.46,734.0,520.0
659,100,1,True,VAR,1,500000,0.0,87.53,763.0,484.0
660,100,1,True,VAR,1,600000.0,0.0,87.6,767.0,473.0
661,100,1,True,VAR,1,700000,0.0,87.55,794.0,451.0
662,100,1,True,VAR,1,800000,0.0,87.41,827.0,432.0
663,100,1,True,VAR,1,900000,0.0,87.4,833.0,427.0
664,100,1,True,VAR,1,1000000,0.0,87.39,851.0,410.0
665,100,1,True,VAR,1,1100000,0.0,87.26,867.0,407.0
666,100,1,True,VAR,1,1200000,0.0,87.2,885.0,395.0
667,100,1,True,VAR,1,1300000,0.0,87.06,906.0,388.0
668,100,1,True,VAR,1,1400000,0.0,87.04,922.0,374.0
669,100,1,True,VAR,1,600000.0,0.0,87.59,769.0,472.0
670,110,1,True,VAR,1,600000.0,0.0,87.65,758.0,477.0
671,120,1,True,VAR,1,600000.0,0.0,87.55,768.0,477.0
672,130,1,True,VAR,1,600000.0,0.0,87.56,725.0,519.0
673,140,1,True,VAR,1,600000.0,0.0,87.53,737.0,510.0
674,150,1,True,VAR,1,600000.0,0.0,87.38,738.0,524.0
675,160,1,True,VAR,1,600000.0,0.0,87.82,748.0,470.0
676,170,1,True,VAR,1,600000.0,0.0,87.58,769.0,473.0
677,180,1,True,VAR,1,600000.0,0.0,87.6,755.0,485.0
678,190,1,True,VAR,1,600000.0,0.0,87.69,750.0,481.0
679,200,1,True,VAR,1,600000.0,0.0,87.61,758.0,481.0
680,210,1,True,VAR,1,600000.0,0.0,87.33,743.0,524.0
681,220,1,True,VAR,1,600000.0,0.0,87.43,772.0,485.0
682,230,1,True,VAR,1,600000.0,0.0,87.57,761.0,482.0
683,240,1,True,VAR,1,600000.0,0.0,87.61,740.0,499.0
684,250,1,True,VAR,1,600000.0,0.0,87.38,757.0,505.0
685,260,1,True,VAR,1,600000.0,0.0,87.37,746.0,517.0
686,270,1,True,VAR,1,600000.0,0.0,87.54,779.0,467.0
687,280,1,True,VAR,1,600000.0,0.0,87.57,748.0,495.0
688,290,1,True,VAR,1,600000.0,0.0,87.78,719.0,503.0
689,10,1,True,VAR,1,600000.0,0.0,2.82,9713.0,5.0
690,20,1,True,VAR,1,600000.0,0.0,58.22,4128.0,50.0
691,30,1,True,VAR,1,600000.0,0.0,79.7,1819.0,211.0
692,40,1,True,VAR,1,600000.0,0.0,85.46,1190.0,264.0
693,50,1,True,VAR,1,600000.0,0.0,87.03,944.0,353.0
694,60,1,True,VAR,1,600000.0,0.0,87.8,789.0,431.0
695,70,1,True,VAR,1,600000.0,0.0,87.47,787.0,466.0
696,80,1,True,VAR,1,600000.0,0.0,87.53,770.0,477.0
697,90,1,True,VAR,1,600000.0,0.0,87.21,768.0,511.0
698,100,1,True,VAR,1,600000.0,0.0,87.52,767.0,481.0
699,110,1,True,VAR,1,600000.0,0.0,87.71,743.0,486.0
700,120,1,True,VAR,1,600000.0,0.0,87.16,789.0,495.0
701,130,1,True,VAR,1,600000.0,0.0,87.76,724.0,500.0
702,140,1,True,VAR,1,600000.0,0.0,87.48,751.0,501.0
703,150,1,True,VAR,1,600000.0,0.0,87.32,757.0,511.0
704,160,1,True,VAR,1,600000.0,0.0,87.59,733.0,508.0
705,170,1,True,VAR,1,600000.0,0.0,87.63,745.0,492.0
706,180,1,True,VAR,1,600000.0,0.0,87.31,756.0,513.0
707,190,1,True,VAR,1,600000.0,0.0,87.46,756.0,498.0
708,200,1,True,VAR,1,600000.0,0.0,87.63,765.0,472.0
709,200,1,True,VAR,1,600000.0,0.0,87.81,765.0,454.0
710,210,1,True,VAR,1,600000.0,0.0,87.22,771.0,507.0
711,220,1,True,VAR,1,600000.0,0.0,87.54,752.0,494.0
712,230,1,True,VAR,1,600000.0,0.0,87.52,751.0,497.0
713,240,1,True,VAR,1,600000.0,0.0,87.72,729.0,499.0
714,250,1,True,VAR,1,600000.0,0.0,87.19,795.0,486.0
715,260,1,True,VAR,1,600000.0,0.0,87.37,759.0,504.0
716,270,1,True,VAR,1,600000.0,0.0,87.34,787.0,479.0
717,280,1,True,VAR,1,600000.0,0.0,87.56,772.0,472.0
718,290,1,True,VAR,1,600000.0,0.0,87.67,729.0,504.0
719,300,1,True,VAR,1,600000.0,0.0,87.47,765.0,488.0
720,310,1,True,VAR,1,600000.0,0.0,87.38,772.0,490.0
721,320,1,True,VAR,1,600000.0,0.0,87.71,759.0,470.0
722,330,1,True,VAR,1,600000.0,0.0,87.39,780.0,481.0
723,340,1,True,VAR,1,600000.0,0.0,87.64,745.0,491.0
724,350,1,True,VAR,1,600000.0,0.0,87.69,739.0,492.0
725,360,1,True,VAR,1,600000.0,0.0,87.65,744.0,491.0
726,10,1,True,VAR,1,1000000.0,0.0,2.78,9720.0,2.0
727,20,1,True,VAR,1,1000000.0,0.0,58.57,4082.0,61.0
728,30,1,True,VAR,1,1000000.0,0.0,80.79,1711.0,210.0
729,40,1,True,VAR,1,1000000.0,0.0,85.81,1140.0,279.0
730,50,1,True,VAR,1,1000000.0,0.0,86.81,968.0,351.0
731,60,1,True,VAR,1,1000000.0,0.0,87.85,809.0,406.0
732,70,1,True,VAR,1,1000000.0,0.0,87.32,855.0,413.0
733,80,1,True,VAR,1,1000000.0,0.0,87.46,834.0,420.0
734,90,1,True,VAR,1,1000000.0,0.0,87.63,810.0,427.0
735,100,1,True,VAR,1,1000000.0,0.0,87.27,849.0,424.0
736,110,1,True,VAR,1,1000000.0,0.0,87.54,846.0,400.0
737,120,1,True,VAR,1,1000000.0,0.0,87.36,848.0,416.0
738,130,1,True,VAR,1,1000000.0,0.0,87.4,810.0,450.0
739,140,1,True,VAR,1,1000000.0,0.0,87.4,838.0,422.0
740,150,1,True,VAR,1,1000000.0,0.0,87.2,833.0,447.0
741,160,1,True,VAR,1,1000000.0,0.0,87.47,832.0,421.0
742,170,1,True,VAR,1,1000000.0,0.0,87.43,835.0,422.0
743,180,1,True,VAR,1,1000000.0,0.0,87.44,834.0,422.0
744,190,1,True,VAR,1,1000000.0,0.0,87.63,822.0,415.0
745,200,1,True,VAR,1,1000000.0,0.0,87.55,825.0,420.0
746,210,1,True,VAR,1,1000000.0,0.0,87.52,806.0,442.0
747,220,1,True,VAR,1,1000000.0,0.0,87.6,809.0,431.0
748,230,1,True,VAR,1,1000000.0,0.0,87.41,838.0,421.0
749,240,1,True,VAR,1,1000000.0,0.0,87.39,828.0,433.0
750,250,1,True,VAR,1,1000000.0,0.0,87.23,827.0,450.0
751,260,1,True,VAR,1,1000000.0,0.0,87.01,853.0,446.0
752,270,1,True,VAR,1,1000000.0,0.0,87.21,856.0,423.0
753,280,1,True,VAR,1,1000000.0,0.0,87.4,829.0,431.0
754,290,1,True,VAR,1,1000000.0,0.0,87.7,789.0,441.0
755,300,1,True,VAR,1,1000000.0,0.0,87.4,820.0,440.0
756,310,1,True,VAR,1,1000000.0,0.0,87.8,796.0,424.0
757,320,1,True,VAR,1,1000000.0,0.0,87.38,836.0,426.0
758,330,1,True,VAR,1,1000000.0,0.0,87.33,849.0,418.0
759,340,1,True,VAR,1,1000000.0,0.0,87.52,820.0,428.0
760,350,1,True,VAR,1,1000000.0,0.0,87.59,829.0,412.0
761,10,1,True,VAR,1,1000,0.0,2.8,9720.0,0.0
762,20,1,True,VAR,1,1000,0.0,57.06,4230.0,64.0
763,30,1,True,VAR,1,1000,0.0,78.04,1993.0,203.0
764,40,1,True,VAR,1,1000,0.0,83.13,1410.0,277.0
765,50,1,True,VAR,1,1000,0.0,85.07,1143.0,350.0
766,60,1,True,VAR,1,1000,0.0,85.67,1002.0,431.0
767,70,1,True,VAR,1,1000,0.0,85.46,947.0,507.0
768,10,1,True,VAR,1,500000,0.0,2.76,9724.0,0.0
769,20,1,True,VAR,1,500000,0.0,57.74,4159.0,67.0
770,80,1,True,VAR,1,1000,0.0,84.94,899.0,607.0
771,30,1,True,VAR,1,500000,0.0,79.73,1816.0,211.0
772,90,1,True,VAR,1,1000,0.0,84.37,922.0,641.0
773,40,1,True,VAR,1,500000,0.0,85.63,1183.0,254.0
774,100,1,True,VAR,1,1000,0.0,83.54,899.0,747.0
775,50,1,True,VAR,1,500000,0.0,87.63,878.0,359.0
776,60,1,True,VAR,1,500000,0.0,87.62,808.0,430.0
777,110,1,True,VAR,1,1000,0.0,83.32,878.0,790.0
778,70,1,True,VAR,1,500000,0.0,87.81,763.0,456.0
779,120,1,True,VAR,1,1000,0.0,82.25,882.0,893.0
780,80,1,True,VAR,1,500000,0.0,87.34,752.0,514.0
781,130,1,True,VAR,1,1000,0.0,81.42,906.0,952.0
782,90,1,True,VAR,1,500000,0.0,87.7,743.0,487.0
783,100,1,True,VAR,1,500000,0.0,87.62,724.0,514.0
784,140,1,True,VAR,1,1000,0.0,79.72,959.0,1069.0
785,110,1,True,VAR,1,500000,0.0,87.55,739.0,506.0
786,150,1,True,VAR,1,1000,0.0,79.05,957.0,1138.0
787,120,1,True,VAR,1,500000,0.0,87.3,748.0,522.0
788,160,1,True,VAR,1,1000,0.0,78.17,962.0,1221.0
789,130,1,True,VAR,1,500000,0.0,87.26,736.0,538.0
790,170,1,True,VAR,1,1000,0.0,76.96,966.0,1338.0
791,140,1,True,VAR,1,500000,0.0,87.46,720.0,534.0
792,180,1,True,VAR,1,1000,0.0,76.48,940.0,1412.0
793,150,1,True,VAR,1,500000,0.0,87.5,732.0,518.0
794,190,1,True,VAR,1,1000,0.0,75.38,935.0,1527.0
795,160,1,True,VAR,1,500000,0.0,87.58,757.0,485.0
796,200,1,True,VAR,1,1000,0.0,74.3,966.0,1604.0
797,170,1,True,VAR,1,500000,0.0,87.75,727.0,498.0
798,10,1,True,VAR,1,500,0.0,2.83,9716.0,1.0
799,20,1,True,VAR,1,500,0.0,57.09,4227.0,64.0
800,180,1,True,VAR,1,500000,0.0,87.39,756.0,505.0
801,30,1,True,VAR,1,500,0.0,78.0,1995.0,205.0
802,40,1,True,VAR,1,500,0.0,83.04,1415.0,281.0
803,190,1,True,VAR,1,500000,0.0,87.51,732.0,517.0
804,50,1,True,VAR,1,500,0.0,85.04,1148.0,348.0
805,60,1,True,VAR,1,500,0.0,85.59,1002.0,439.0
806,200,1,True,VAR,1,500000,0.0,87.42,747.0,511.0
807,70,1,True,VAR,1,500,0.0,85.44,948.0,508.0
808,80,1,True,VAR,1,500,0.0,84.93,899.0,608.0
809,90,1,True,VAR,1,500,0.0,84.34,930.0,636.0
810,100,1,True,VAR,1,500,0.0,83.52,904.0,744.0
811,110,1,True,VAR,1,500,0.0,83.19,887.0,794.0
812,120,1,True,VAR,1,500,0.0,82.18,887.0,895.0
813,130,1,True,VAR,1,500,0.0,81.36,910.0,954.0
814,140,1,True,VAR,1,500,0.0,79.65,976.0,1059.0
815,150,1,True,VAR,1,500,0.0,79.0,963.0,1137.0
816,160,1,True,VAR,1,500,0.0,78.01,964.0,1235.0
817,170,1,True,VAR,1,500,0.0,76.89,976.0,1335.0
818,180,1,True,VAR,1,500,0.0,76.16,959.0,1425.0
819,190,1,True,VAR,1,500,0.0,75.15,942.0,1543.0
820,10,1,True,VAR,1,700000.0,0.0,2.71,9729.0,0.0
821,20,1,True,VAR,1,700000.0,0.0,58.05,4129.0,66.0
822,30,1,True,VAR,1,700000.0,0.0,80.03,1786.0,211.0
823,40,1,True,VAR,1,700000.0,0.0,86.03,1154.0,243.0
824,50,1,True,VAR,1,700000.0,0.0,87.52,886.0,362.0
825,60,1,True,VAR,1,700000.0,0.0,87.56,827.0,417.0
826,70,1,True,VAR,1,700000.0,0.0,87.77,788.0,435.0
827,80,1,True,VAR,1,700000.0,0.0,87.56,777.0,467.0
828,90,1,True,VAR,1,700000.0,0.0,87.78,773.0,449.0
829,100,1,True,VAR,1,700000.0,0.0,87.73,764.0,463.0
830,110,1,True,VAR,1,700000.0,0.0,87.82,758.0,460.0
831,120,1,True,VAR,1,700000.0,0.0,87.48,797.0,455.0
832,130,1,True,VAR,1,700000.0,0.0,87.3,771.0,499.0
833,140,1,True,VAR,1,700000.0,0.0,87.82,757.0,461.0
834,150,1,True,VAR,1,700000.0,0.0,87.73,758.0,469.0
835,160,1,True,VAR,1,700000.0,0.0,87.65,782.0,453.0
836,170,1,True,VAR,1,700000.0,0.0,87.76,767.0,457.0
837,180,1,True,VAR,1,700000.0,0.0,87.59,791.0,450.0
838,190,1,True,VAR,1,700000.0,0.0,87.69,760.0,471.0
839,200,1,True,VAR,1,700000.0,0.0,87.58,791.0,451.0
840,210,1,True,VAR,1,700000.0,0.0,87.45,773.0,482.0
841,220,1,True,VAR,1,700000.0,0.0,87.42,799.0,459.0
842,230,1,True,VAR,1,700000.0,0.0,87.48,773.0,479.0
843,240,1,True,VAR,1,700000.0,0.0,87.36,779.0,485.0
844,250,1,True,VAR,1,700000.0,0.0,87.3,788.0,482.0
845,260,1,True,VAR,1,700000.0,0.0,87.59,779.0,462.0
846,270,1,True,VAR,1,700000.0,0.0,87.44,785.0,471.0
847,280,1,True,VAR,1,700000.0,0.0,87.65,776.0,459.0
848,290,1,True,VAR,1,700000.0,0.0,87.53,753.0,494.0
849,300,1,True,VAR,1,700000.0,0.0,87.73,762.0,465.0
850,10,1,True,VAR,1,500000.0,0.0,2.75,9725.0,0.0
851,30,1,True,VAR,1,500000.0,0.0,79.72,1822.0,206.0
852,50,1,True,VAR,1,500000.0,0.0,87.61,880.0,359.0
853,70,1,True,VAR,1,500000.0,0.0,87.8,766.0,454.0
854,90,1,True,VAR,1,500000.0,0.0,87.67,746.0,487.0
855,110,1,True,VAR,1,500000.0,0.0,87.55,741.0,504.0
856,130,1,True,VAR,1,500000.0,0.0,87.24,735.0,541.0
857,150,1,True,VAR,1,500000.0,0.0,87.49,737.0,514.0
858,170,1,True,VAR,1,500000.0,0.0,87.79,727.0,494.0
859,190,1,True,VAR,1,500000.0,0.0,87.64,726.0,510.0
860,210,1,True,VAR,1,500000.0,0.0,87.29,736.0,535.0
861,230,1,True,VAR,1,500000.0,0.0,87.48,734.0,518.0
862,250,1,True,VAR,1,500000.0,0.0,87.41,743.0,516.0
863,270,1,True,VAR,1,500000.0,0.0,87.43,738.0,519.0
864,290,1,True,VAR,1,500000.0,0.0,87.37,728.0,535.0
865,310,1,True,VAR,1,500000.0,0.0,87.48,744.0,508.0
866,330,1,True,VAR,1,500000.0,0.0,87.93,719.0,488.0
867,350,1,True,VAR,1,500000.0,0.0,87.44,746.0,510.0
868,370,1,True,VAR,1,500000.0,0.0,87.76,729.0,495.0
869,390,1,True,VAR,1,500000.0,0.0,87.33,762.0,505.0
870,410,1,True,VAR,1,500000.0,0.0,87.39,739.0,522.0
871,430,1,True,VAR,1,500000.0,0.0,87.42,733.0,525.0
872,450,1,True,VAR,1,500000.0,0.0,29.56,1051.0,5993.0
873,470,1,True,VAR,1,500000.0,0.0,29.36,1030.0,6034.0
874,490,1,True,VAR,1,500000.0,0.0,10.0,1126.0,7874.0
875,510,1,True,VAR,1,500000.0,0.0,10.0,1120.0,7880.0
876,530,1,True,VAR,1,500000.0,0.0,10.0,1161.0,7839.0
877,550,1,True,VAR,1,500000.0,0.0,10.0,1135.0,7865.0
878,570,1,True,VAR,1,500000.0,0.0,10.0,1144.0,7856.0
879,590,1,True,VAR,1,500000.0,0.0,10.0,1135.0,7865.0
880,610,1,True,VAR,1,500000.0,0.0,10.0,1164.0,7836.0
881,630,1,True,VAR,1,500000.0,0.0,10.0,1129.0,7871.0
882,650,1,True,VAR,1,500000.0,0.0,10.22,894.0,8084.0
883,670,1,True,VAR,1,500000.0,0.0,10.0,1160.0,7840.0
884,690,1,True,VAR,1,500000.0,0.0,10.0,1117.0,7883.0
885,710,1,True,VAR,1,500000.0,0.0,10.0,1138.0,7862.0
886,730,1,True,VAR,1,500000.0,0.0,10.0,1144.0,7856.0
887,750,1,True,VAR,1,500000.0,0.0,9.94,942.0,8064.0
888,5,3,True,VAR,1,600000.0,0.0,3.62,9630.0,8.0
889,8,3,True,VAR,1,600000.0,0.0,30.87,6885.0,28.0
890,11,3,True,VAR,1,600000.0,0.0,57.18,4201.0,81.0
891,14,3,True,VAR,1,600000.0,0.0,72.08,2620.0,172.0
892,17,3,True,VAR,1,600000.0,0.0,79.36,1879.0,185.0
893,20,3,True,VAR,1,600000.0,0.0,83.69,1412.0,219.0
894,23,3,True,VAR,1,600000.0,0.0,85.57,1185.0,258.0
895,26,3,True,VAR,1,600000.0,0.0,86.89,1020.0,291.0
896,29,3,True,VAR,1,600000.0,0.0,87.52,926.0,322.0
897,32,3,True,VAR,1,600000.0,0.0,87.89,841.0,370.0
898,35,3,True,VAR,1,600000.0,0.0,88.38,770.0,392.0
899,38,3,True,VAR,1,600000.0,0.0,88.26,735.0,439.0
900,41,3,True,VAR,1,600000.0,0.0,87.95,732.0,473.0
901,44,3,True,VAR,1,600000.0,0.0,88.28,716.0,456.0
902,47,3,True,VAR,1,600000.0,0.0,87.77,733.0,490.0
903,50,3,True,VAR,1,600000.0,0.0,87.64,722.0,514.0
904,53,3,True,VAR,1,600000.0,0.0,87.85,734.0,481.0
905,56,3,True,VAR,1,600000.0,0.0,87.87,684.0,529.0
906,59,3,True,VAR,1,600000.0,0.0,87.27,745.0,528.0
907,62,3,True,VAR,1,600000.0,0.0,87.38,736.0,526.0
908,65,3,True,VAR,1,600000.0,0.0,87.41,733.0,526.0
909,68,3,True,VAR,1,600000.0,0.0,87.14,763.0,523.0
910,71,3,True,VAR,1,600000.0,0.0,87.49,730.0,521.0
911,74,3,True,VAR,1,600000.0,0.0,87.29,764.0,507.0
912,77,3,True,VAR,1,600000.0,0.0,87.55,745.0,500.0
913,80,3,True,VAR,1,600000.0,0.0,87.33,756.0,511.0
914,83,3,True,VAR,1,600000.0,0.0,87.38,752.0,510.0
915,86,3,True,VAR,1,600000.0,0.0,87.52,742.0,506.0
916,89,3,True,VAR,1,600000.0,0.0,87.38,761.0,501.0
917,92,3,True,VAR,1,600000.0,0.0,87.61,744.0,495.0
918,5,4,True,VAR,1,600000.0,0.0,11.47,8831.0,22.0
919,8,4,True,VAR,1,600000.0,0.0,45.52,5365.0,83.0
920,11,4,True,VAR,1,600000.0,0.0,66.3,3215.0,155.0
921,14,4,True,VAR,1,600000.0,0.0,76.87,2125.0,188.0
922,17,4,True,VAR,1,600000.0,0.0,82.56,1509.0,235.0
923,20,4,True,VAR,1,600000.0,0.0,85.49,1209.0,242.0
924,23,4,True,VAR,1,600000.0,0.0,86.94,1033.0,273.0
925,26,4,True,VAR,1,600000.0,0.0,87.69,891.0,340.0
926,29,4,True,VAR,1,600000.0,0.0,87.85,830.0,385.0
927,32,4,True,VAR,1,600000.0,0.0,88.49,765.0,386.0
928,35,4,True,VAR,1,600000.0,0.0,88.25,724.0,451.0
929,38,4,True,VAR,1,600000.0,0.0,88.11,732.0,457.0
930,41,4,True,VAR,1,600000.0,0.0,88.05,690.0,505.0
931,44,4,True,VAR,1,600000.0,0.0,87.29,745.0,526.0
932,47,4,True,VAR,1,600000.0,0.0,87.94,685.0,521.0
933,50,4,True,VAR,1,600000.0,0.0,87.25,723.0,552.0
934,53,4,True,VAR,1,600000.0,0.0,87.38,698.0,564.0
935,56,4,True,VAR,1,600000.0,0.0,87.26,709.0,565.0
936,59,4,True,VAR,1,600000.0,0.0,87.45,716.0,539.0
937,62,4,True,VAR,1,600000.0,0.0,87.5,732.0,518.0
938,65,4,True,VAR,1,600000.0,0.0,87.55,739.0,506.0
939,68,4,True,VAR,1,600000.0,0.0,87.22,736.0,542.0
940,71,4,True,VAR,1,600000.0,0.0,87.33,753.0,514.0
